Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13144,67,1,24.4,2,1,1,211,Potential
13145,8,4,805.0,4,3,3,433,Loyal Customers
13148,25,14,4914.6900000000005,3,4,4,344,Loyal Customers
13150,120,3,449.96999999999997,2,3,2,232,At Risk
13151,261,2,1322.8700000000001,1,2,3,123,Potential
13152,53,7,2146.38,3,4,4,344,Loyal Customers
13154,35,3,1624.84,3,3,3,333,Loyal Customers
13155,4,3,778.4200000000001,4,3,3,433,Loyal Customers
13156,21,3,1586.54,3,3,3,333,Loyal Customers
13157,45,5,3946.14,3,3,4,334,Loyal Customers
13158,24,1,307.12,3,1,1,311,Recent Customers
13161,136,1,366.13,2,1,2,212,Potential
13162,16,12,7587.2,4,4,4,444,Champions
13163,246,1,17.65,1,1,1,111,Lost
13164,205,2,372.2,1,2,2,122,Potential
13165,49,1,429.68,3,1,2,312,Recent Customers
13166,50,1,466.98,3,1,2,312,Recent Customers
13167,26,1,333.82,3,1,2,312,Recent Customers
13168,178,1,556.12,1,1,2,112,Lost
13169,198,1,127.2,1,1,1,111,Lost
13172,36,1,69.6,3,1,1,311,Recent Customers
13173,3,10,2285.7,4,4,4,444,Champions
13174,5,10,6677.81,4,4,4,444,Champions
13175,218,2,831.45,1,2,3,123,Potential
13177,66,1,229.75,2,1,1,211,Potential
13178,33,10,8333.72,3,4,4,344,Loyal Customers
13179,254,1,572.3100000000001,1,1,2,112,Lost
13180,243,1,86.10000000000001,1,1,1,111,Lost
13181,17,1,359.69,4,1,2,412,Recent Customers
13183,30,6,3078.4,3,4,4,344,Loyal Customers
13187,260,3,130.99,1,3,1,131,At Risk
13190,180,3,570.66,1,3,2,132,At Risk
13191,294,1,164.69,1,1,1,111,Lost
13192,171,4,1646.64,1,3,3,133,At Risk
13194,57,1,412.08,2,1,2,212,Potential
13195,50,1,172.38,3,1,1,311,Recent Customers
13196,79,3,1271.06,2,3,3,233,At Risk
13197,245,1,373.01000000000005,1,1,2,112,Lost
13198,23,2,1572.99,3,2,3,323,Recent Customers
13199,2,30,6615.77,4,4,4,444,Champions
13201,138,4,1240.61,1,3,3,133,At Risk
13202,30,7,1580.3,3,4,3,343,Loyal Customers
13203,22,6,1778.79,3,4,4,344,Loyal Customers
13204,367,1,966.6600000000001,1,1,3,113,Lost
13205,79,1,2803.2,2,1,4,214,Potential
13206,36,13,8377.32,3,4,4,344,Loyal Customers
13207,87,2,285.6,2,2,1,221,Potential
13208,85,3,764.6,2,3,3,233,At Risk
13209,150,5,2617.9,1,3,4,134,At Risk
13211,17,7,1531.9,4,4,3,443,Loyal Customers
13213,19,6,2330.94,3,4,4,344,Loyal Customers
13214,53,7,3264.23,3,4,4,344,Loyal Customers
13215,38,1,81.6,3,1,1,311,Recent Customers
13217,291,1,132.5,1,1,1,111,Lost
13219,254,1,76.23,1,1,1,111,Lost
13220,211,1,516.8,1,1,2,112,Lost
13222,213,1,88.5,1,1,1,111,Lost
13223,59,4,805.92,2,3,3,233,At Risk
13225,57,9,9796.23,2,4,4,244,At Risk
13226,29,1,204.25,3,1,1,311,Recent Customers
13230,1,17,3553.81,4,4,4,444,Champions
13233,56,2,571.34,2,2,2,222,Potential
13234,308,2,356.95,1,2,2,122,Potential
13237,23,1,643.0,3,1,2,312,Recent Customers
13238,66,2,305.9,2,2,1,221,Potential
13239,73,4,1265.1299999999999,2,3,3,233,At Risk
13240,1,5,1074.8700000000001,4,3,3,433,Loyal Customers
13241,47,1,115.58,3,1,1,311,Recent Customers
13242,87,4,429.0,2,3,2,232,At Risk
13243,85,4,677.97,2,3,2,232,At Risk
13245,68,1,558.72,2,1,2,212,Potential
13246,29,5,1400.13,3,3,3,333,Loyal Customers
13249,37,6,897.52,3,4,3,343,Loyal Customers
13250,96,2,256.04,2,2,1,221,Potential
13251,38,1,252.68,3,1,1,311,Recent Customers
13252,30,2,399.3,3,2,2,322,Recent Customers
13253,66,2,1920.71,2,2,4,224,Potential
13254,12,1,51.41,4,1,1,411,Recent Customers
13255,9,2,504.95,4,2,2,422,Recent Customers
13257,72,1,149.75,2,1,1,211,Potential
13258,15,2,336.59999999999997,4,2,2,422,Recent Customers
13259,33,8,1141.06,3,4,3,343,Loyal Customers
13262,25,2,373.16,3,2,2,322,Recent Customers
13263,29,4,1250.6200000000001,3,3,3,333,Loyal Customers
13264,78,1,722.5600000000001,2,1,3,213,Potential
13266,49,7,2300.78,3,4,4,344,Loyal Customers
13267,2,18,5236.77,4,4,4,444,Champions
13269,5,14,3545.47,4,4,4,444,Champions
13270,2,1,590.0,4,1,2,412,Recent Customers
13274,45,1,360.85,3,1,2,312,Recent Customers
13275,19,2,241.66,3,2,1,321,Recent Customers
13276,33,3,1348.33,3,3,3,333,Loyal Customers
13277,16,3,264.9,4,3,1,431,Loyal Customers
13278,35,3,893.12,3,3,3,333,Loyal Customers
13280,15,4,1507.77,4,3,3,433,Loyal Customers
13281,75,1,350.85,2,1,2,212,Potential
13282,42,1,181.05,3,1,1,311,Recent Customers
13283,203,2,279.7,1,2,1,121,Potential
13285,236,2,655.47,1,2,2,122,Potential
13286,236,1,734.91,1,1,3,113,Lost
13287,239,3,781.59,1,3,3,133,At Risk
13288,79,5,927.61,2,3,3,233,At Risk
13289,359,1,307.95,1,1,1,111,Lost
13290,74,1,208.63,2,1,1,211,Potential
13291,50,10,2959.73,3,4,4,344,Loyal Customers
13292,51,3,415.57,3,3,2,332,Loyal Customers
13293,28,6,1192.94,3,4,3,343,Loyal Customers
13294,282,1,815.79,1,1,3,113,Lost
13295,12,3,900.77,4,3,3,433,Loyal Customers
13296,59,5,705.11,2,3,2,232,At Risk
13297,21,3,2278.77,3,3,4,334,Loyal Customers
13299,59,2,1076.2,2,2,3,223,Potential
13300,24,2,913.62,3,2,3,323,Recent Customers
13302,162,1,95.45,1,1,1,111,Lost
13303,36,1,61.72,3,1,1,311,Recent Customers
13304,91,3,917.57,2,3,3,233,At Risk
13305,8,7,1753.85,4,4,4,444,Champions
13306,66,1,53.65,2,1,1,211,Potential
13307,123,2,258.34,2,2,1,221,Potential
13308,232,1,284.86,1,1,1,111,Lost
13309,28,1,249.58,3,1,1,311,Recent Customers
13310,16,2,409.17,4,2,2,422,Recent Customers
13312,87,1,124.75,2,1,1,211,Potential
13313,115,7,1890.0,2,4,4,244,At Risk
13315,325,1,310.26000000000005,1,1,2,112,Lost
13316,28,6,7213.84,3,4,4,344,Loyal Customers
13317,21,13,4212.411,3,4,4,344,Loyal Customers
13319,1,34,11236.95,4,4,4,444,Champions
13320,70,2,679.4,2,2,2,222,Potential
13324,64,8,3391.52,2,4,4,244,At Risk
13326,68,1,281.76,2,1,1,211,Potential
13327,1,14,6251.71,4,4,4,444,Champions
13329,2,7,4323.97,4,4,4,444,Champions
13330,91,3,1665.25,2,3,3,233,At Risk
13331,37,1,262.4,3,1,1,311,Recent Customers
13333,47,3,1015.74,3,3,3,333,Loyal Customers
13334,172,2,2726.93,1,2,4,124,Potential
13337,182,1,1575.26,1,1,3,113,Lost
13338,177,3,1958.6,1,3,4,134,At Risk
13340,53,5,11364.08,3,3,4,334,Loyal Customers
13346,98,6,299.4,2,4,1,241,At Risk
13357,130,4,3228.41,2,3,4,234,At Risk
13359,39,1,603.75,3,1,2,312,Recent Customers
13360,67,4,1553.65,2,3,3,233,At Risk
13361,108,2,1450.5,2,2,3,223,Potential
13362,14,3,2303.33,4,3,4,434,Loyal Customers
13363,45,1,731.36,3,1,3,313,Recent Customers
13367,67,1,510.2,2,1,2,212,Potential
13368,50,2,498.1,3,2,2,322,Recent Customers
13369,1,1,308.28000000000003,4,1,2,412,Recent Customers
13370,7,1,754.87,4,1,3,413,Recent Customers
13371,141,2,2297.66,1,2,4,124,Potential
13373,51,3,4274.94,3,3,4,334,Loyal Customers
13374,50,2,422.8,3,2,2,322,Recent Customers
13375,80,1,1013.58,2,1,3,213,Potential
13377,32,2,1552.88,3,2,3,323,Recent Customers
13380,68,1,62.4,2,1,1,211,Potential
13381,15,6,4585.06,4,4,4,444,Champions
13382,64,4,1164.5900000000001,2,3,3,233,At Risk
13383,179,1,305.28000000000003,1,1,1,111,Lost
13384,26,4,2528.9,3,3,4,334,Loyal Customers
13386,50,2,835.46,3,2,3,323,Recent Customers
13387,53,1,189.44,3,1,1,311,Recent Customers
13388,239,1,508.55,1,1,2,112,Lost
13392,313,1,91.14,1,1,1,111,Lost
13393,219,4,1131.45,1,3,3,133,At Risk
13394,15,11,4101.68,4,4,4,444,Champions
13395,36,2,872.51,3,2,3,323,Recent Customers
13397,73,5,1647.74,2,3,3,233,At Risk
13398,84,1,213.0,2,1,1,211,Potential
13399,100,3,275.4,2,3,1,231,At Risk
13400,218,1,310.83,1,1,2,112,Lost
13402,8,3,913.9,4,3,3,433,Loyal Customers
13403,23,2,154.5,3,2,1,321,Recent Customers
13405,117,3,641.36,2,3,2,232,At Risk
13406,63,2,568.92,2,2,2,222,Potential
13407,214,3,2244.7,1,3,4,134,At Risk
13408,7,46,23616.422,4,4,4,444,Champions
13410,29,4,1198.9,3,3,3,333,Loyal Customers
13412,256,1,487.35,1,1,2,112,Lost
13413,275,6,429.44,1,4,2,142,At Risk
13414,99,3,1103.64,2,3,3,233,At Risk
13415,108,4,800.67,2,3,3,233,At Risk
13416,372,1,228.3,1,1,1,111,Lost
13417,183,4,1028.66,1,3,3,133,At Risk
13418,8,15,6106.17,4,4,4,444,Champions
13421,42,6,2252.04,3,4,4,344,Loyal Customers
13423,64,1,217.03,2,1,1,211,Potential
13424,85,1,572.77,2,1,2,212,Potential
13425,144,2,1779.42,1,2,4,124,Potential
13426,18,12,4526.06,4,4,4,444,Champions
13427,113,3,423.93,2,3,2,232,At Risk
13428,150,2,281.51,1,2,1,121,Potential
13431,42,6,2047.14,3,4,4,344,Loyal Customers
13432,207,2,439.1,1,2,2,122,Potential
13433,137,4,658.32,1,3,2,132,At Risk
13434,21,3,1132.6200000000001,3,3,3,333,Loyal Customers
13435,12,2,665.34,4,2,2,422,Recent Customers
13438,183,1,46.5,1,1,1,111,Lost
13439,24,2,702.9,3,2,2,322,Recent Customers
13440,59,7,1295.25,2,4,3,243,At Risk
13441,67,1,424.26,2,1,2,212,Potential
13442,303,3,419.87,1,3,2,132,At Risk
13443,84,6,1280.16,2,4,3,243,At Risk
13444,10,2,631.68,4,2,2,422,Recent Customers
13445,262,1,241.89999999999998,1,1,1,111,Lost
13446,66,11,3881.89,2,4,4,244,At Risk
13448,9,9,5701.5,4,4,4,444,Champions
13450,10,7,2076.32,4,4,4,444,Champions
13451,17,6,4214.77,4,4,4,444,Champions
13452,108,1,139.8,2,1,1,211,Potential
13453,38,1,424.71,3,1,2,312,Recent Customers
13454,277,1,219.87,1,1,1,111,Lost
13455,2,5,1847.5900000000001,4,3,4,434,Loyal Customers
13457,324,2,148.22,1,2,1,121,Potential
13458,15,2,2312.7000000000003,4,2,4,424,Recent Customers
13459,260,2,1160.41,1,2,3,123,Potential
13461,43,3,2715.0,3,3,4,334,Loyal Customers
13462,46,4,1002.35,3,3,3,333,Loyal Customers
13464,30,5,2422.96,3,3,4,334,Loyal Customers
13465,82,2,931.12,2,2,3,223,Potential
13466,44,4,705.45,3,3,2,332,Loyal Customers
13468,4,38,7685.54,4,4,4,444,Champions
13469,289,1,82.4,1,1,1,111,Lost
13472,99,2,592.24,2,2,2,222,Potential
13473,210,6,2235.12,1,4,4,144,At Risk
13474,79,2,434.2,2,2,2,222,Potential
13476,42,3,823.0,3,3,3,333,Loyal Customers
13477,91,5,1379.5900000000001,2,3,3,233,At Risk
13478,105,5,2215.78,2,3,4,234,At Risk
13479,88,2,550.42,2,2,2,222,Potential
13480,52,2,627.82,3,2,2,322,Recent Customers
13481,10,6,2026.28,4,4,4,444,Champions
13482,263,1,151.45,1,1,1,111,Lost
13484,19,2,476.92,3,2,2,322,Recent Customers
13485,12,10,2564.98,4,4,4,444,Champions
13487,141,2,271.47,1,2,1,121,Potential
13488,3,11,6619.57,4,4,4,444,Champions
13490,290,1,154.25,1,1,1,111,Lost
13491,8,18,3350.7400000000002,4,4,4,444,Champions
13495,4,6,3329.39,4,4,4,444,Champions
13497,4,5,972.2800000000001,4,3,3,433,Loyal Customers
13498,366,1,327.38,1,1,2,112,Lost
13500,37,1,299.53,3,1,1,311,Recent Customers
13501,122,2,1544.79,2,2,3,223,Potential
13502,51,2,488.5,3,2,2,322,Recent Customers
13503,115,5,1688.54,2,3,3,233,At Risk
13506,5,4,1180.68,4,3,3,433,Loyal Customers
13508,278,1,176.07999999999998,1,1,1,111,Lost
13509,143,1,135.0,1,1,1,111,Lost
13510,11,7,2766.73,4,4,4,444,Champions
13511,312,1,282.76,1,1,1,111,Lost
13512,23,3,462.18,3,3,2,332,Loyal Customers
13513,77,2,619.49,2,2,2,222,Potential
13514,64,3,663.7,2,3,2,232,At Risk
13515,85,2,374.7,2,2,2,222,Potential
13516,53,1,295.85,3,1,1,311,Recent Customers
13519,78,1,220.46,2,1,1,211,Potential
13520,7,6,3285.05,4,4,4,444,Champions
13523,2,2,1136.64,4,2,3,423,Recent Customers
13526,374,2,1182.0,1,2,3,123,Potential
13527,54,5,2396.23,2,3,4,234,At Risk
13530,270,1,402.98,1,1,2,112,Lost
13531,2,5,1254.72,4,3,3,433,Loyal Customers
13534,15,10,1850.82,4,4,4,444,Champions
13535,38,1,89.5,3,1,1,311,Recent Customers
13537,61,2,717.85,2,2,3,223,Potential
13538,32,5,1831.88,3,3,4,334,Loyal Customers
13539,56,4,938.02,2,3,3,233,At Risk
13540,103,3,632.39,2,3,2,232,At Risk
13541,63,2,785.25,2,2,3,223,Potential
13542,12,17,4006.17,4,4,4,444,Champions
13543,270,2,1439.61,1,2,3,123,Potential
13544,47,4,537.59,3,3,2,332,Loyal Customers
13545,26,2,374.64,3,2,2,322,Recent Customers
13546,18,2,465.15,4,2,2,422,Recent Customers
13547,44,1,175.53,3,1,1,311,Recent Customers
13548,107,1,226.57999999999998,2,1,1,211,Potential
13549,23,1,87.6,3,1,1,311,Recent Customers
13550,19,1,349.51,3,1,2,312,Recent Customers
13551,302,1,152.39999999999998,1,1,1,111,Lost
13552,64,10,3238.85,2,4,4,244,At Risk
13553,310,1,517.8,1,1,2,112,Lost
13554,16,7,1638.28,4,4,3,443,Loyal Customers
13555,14,9,4849.91,4,4,4,444,Champions
13556,65,2,200.82,2,2,1,221,Potential
13557,51,11,2448.2,3,4,4,344,Loyal Customers
13559,148,2,990.0,1,2,3,123,Potential
13561,33,10,1678.86,3,4,3,343,Loyal Customers
13562,37,5,3038.85,3,3,4,334,Loyal Customers
13564,4,35,15500.53,4,4,4,444,Champions
13565,47,1,174.57999999999998,3,1,1,311,Recent Customers
13566,70,3,833.41,2,3,3,233,At Risk
13567,64,4,1083.69,2,3,3,233,At Risk
13569,3,3,520.03,4,3,2,432,Loyal Customers
13571,18,14,2454.2200000000003,4,4,4,444,Champions
13573,15,4,622.07,4,3,2,432,Loyal Customers
13574,47,1,421.25,3,1,2,312,Recent Customers
13576,9,11,4834.4,4,4,4,444,Champions
13577,18,7,1801.68,4,4,4,444,Champions
13578,45,1,147.66,3,1,1,311,Recent Customers
13579,5,4,1072.0,4,3,3,433,Loyal Customers
13580,42,1,107.75,3,1,1,311,Recent Customers
13581,50,1,162.53,3,1,1,311,Recent Customers
13582,25,2,241.68,3,2,1,321,Recent Customers
13583,315,1,664.001,1,1,2,112,Lost
13584,134,2,250.05,2,2,1,221,Potential
13585,166,3,684.54,1,3,2,132,At Risk
13586,177,1,131.53,1,1,1,111,Lost
13587,85,3,961.1,2,3,3,233,At Risk
13589,85,4,741.09,2,3,3,233,At Risk
13590,11,12,4367.67,4,4,4,444,Champions
13591,71,4,976.81,2,3,3,233,At Risk
13593,23,9,3486.61,3,4,4,344,Loyal Customers
13594,121,1,136.35000000000002,2,1,1,211,Potential
13595,152,3,818.22,1,3,3,133,At Risk
13597,36,2,396.71,3,2,2,322,Recent Customers
13598,131,4,609.42,2,3,2,232,At Risk
13599,2,14,5013.96,4,4,4,444,Champions
13600,270,1,298.9,1,1,1,111,Lost
13601,28,2,491.82,3,2,2,322,Recent Customers
13602,17,3,596.28,4,3,2,432,Loyal Customers
13604,294,1,717.62,1,1,3,113,Lost
13605,23,2,522.67,3,2,2,322,Recent Customers
13607,38,1,400.3,3,1,2,312,Recent Customers
13608,176,1,236.2,1,1,1,111,Lost
13609,229,1,167.35,1,1,1,111,Lost
13610,23,7,1044.0,3,4,3,343,Loyal Customers
13611,10,7,2147.73,4,4,4,444,Champions
13612,268,1,818.29,1,1,3,113,Lost
13613,88,5,1039.8500000000001,2,3,3,233,At Risk
13614,29,2,748.73,3,2,3,323,Recent Customers
13615,35,7,5854.84,3,4,4,344,Loyal Customers
13616,204,2,288.1,1,2,1,121,Potential
13617,44,5,734.57,3,3,3,333,Loyal Customers
13619,180,2,231.69,1,2,1,121,Potential
13620,164,1,112.34,1,1,1,111,Lost
13622,332,1,658.95,1,1,2,112,Lost
13623,16,5,1818.71,4,3,4,434,Loyal Customers
13624,24,1,462.08,3,1,2,312,Recent Customers
13625,232,1,301.26,1,1,1,111,Lost
13626,15,1,449.81,4,1,2,412,Recent Customers
13627,124,2,607.43,2,2,2,222,Potential
13628,312,1,310.14,1,1,2,112,Lost
13629,49,8,5578.5,3,4,4,344,Loyal Customers
13632,30,3,1526.88,3,3,3,333,Loyal Customers
13634,10,11,3498.31,4,4,4,444,Champions
13635,78,3,1928.13,2,3,4,234,At Risk
13639,72,1,312.93,2,1,2,212,Potential
13640,247,1,405.0,1,1,2,112,Lost
13641,276,5,1016.47,1,3,3,133,At Risk
13642,68,3,159.92,2,3,1,231,At Risk
13643,18,7,1637.33,4,4,3,443,Loyal Customers
13646,35,2,326.25,3,2,2,322,Recent Customers
13647,130,4,1393.56,2,3,3,233,At Risk
13648,36,8,1764.02,3,4,4,344,Loyal Customers
13649,2,5,1332.28,4,3,3,433,Loyal Customers
13650,10,4,1451.66,4,3,3,433,Loyal Customers
13651,17,1,132.65,4,1,1,411,Recent Customers
13652,4,3,1475.77,4,3,3,433,Loyal Customers
13653,123,1,152.2,2,1,1,211,Potential
13654,16,5,3600.67,4,3,4,434,Loyal Customers
13655,10,4,1347.54,4,3,3,433,Loyal Customers
13656,135,2,699.2,2,2,2,222,Potential
13658,19,4,3386.33,3,3,4,334,Loyal Customers
13659,52,10,3321.68,3,4,4,344,Loyal Customers
13660,36,1,314.59,3,1,2,312,Recent Customers
13661,239,1,325.24,1,1,2,112,Lost
13662,21,8,1352.35,3,4,3,343,Loyal Customers
13663,16,4,1858.04,4,3,4,434,Loyal Customers
13665,22,3,1711.66,3,3,3,333,Loyal Customers
13666,56,2,43.25,2,2,1,221,Potential
13668,19,14,6726.35,3,4,4,344,Loyal Customers
13669,43,1,195.0,3,1,1,311,Recent Customers
13671,30,1,194.95,3,1,1,311,Recent Customers
13672,366,1,233.53,1,1,1,111,Lost
13674,68,1,240.68,2,1,1,211,Potential
13676,175,2,243.9,1,2,1,121,Potential
13677,40,2,556.1899999999999,3,2,2,322,Recent Customers
13679,129,3,281.26,2,3,1,231,At Risk
13680,107,8,7713.25,2,4,4,244,At Risk
13683,93,1,258.6,2,1,1,211,Potential
13684,26,3,529.75,3,3,2,332,Loyal Customers
13686,16,2,337.04,4,2,2,422,Recent Customers
13687,74,1,11880.84,2,1,4,214,Potential
13688,271,1,375.5,1,1,2,112,Lost
13689,80,1,349.5,2,1,2,212,Potential
13691,32,1,212.78,3,1,1,311,Recent Customers
13692,44,2,1626.08,3,2,3,323,Recent Customers
13693,10,9,2011.8200000000002,4,4,4,444,Champions
13694,9,94,131443.19,4,4,4,444,Champions
13695,213,1,266.6,1,1,1,111,Lost
13696,57,3,2020.4,2,3,4,234,At Risk
13698,232,2,465.53000000000003,1,2,2,122,Potential
13699,186,1,455.57,1,1,2,112,Lost
13700,53,3,348.34,3,3,2,332,Loyal Customers
13701,82,1,161.0,2,1,1,211,Potential
13702,81,1,135.18,2,1,1,211,Potential
13703,51,1,326.06,3,1,2,312,Recent Customers
13705,9,5,1323.47,4,3,3,433,Loyal Customers
13706,262,1,300.38,1,1,1,111,Lost
13707,65,3,2559.45,2,3,4,234,At Risk
13709,82,5,1263.7,2,3,3,233,At Risk
13710,59,2,329.04,2,2,2,222,Potential
13711,42,7,1540.2,3,4,3,343,Loyal Customers
13712,246,1,537.58,1,1,2,112,Lost
13713,44,3,743.26,3,3,3,333,Loyal Customers
13714,101,1,161.35,2,1,1,211,Potential
13715,8,13,7403.95,4,4,4,444,Champions
13717,93,2,318.29,2,2,2,222,Potential
13719,29,6,1773.57,3,4,4,344,Loyal Customers
13721,31,1,217.39999999999998,3,1,1,311,Recent Customers
13722,56,7,3260.0,2,4,4,244,At Risk
13723,28,5,1009.35,3,3,3,333,Loyal Customers
13724,273,1,213.01,1,1,1,111,Lost
13727,247,6,746.57,1,4,3,143,At Risk
13728,23,10,1839.03,3,4,4,344,Loyal Customers
13729,71,3,724.73,2,3,3,233,At Risk
13733,46,2,487.03000000000003,3,2,2,322,Recent Customers
13734,144,4,6701.640000000001,1,3,4,134,At Risk
13735,12,9,6927.9800000000005,4,4,4,444,Champions
13736,61,5,2034.31,2,3,4,234,At Risk
13738,32,1,440.93,3,1,2,312,Recent Customers
13739,163,1,75.3,1,1,1,111,Lost
13740,51,4,1247.02,3,3,3,333,Loyal Customers
13745,182,1,477.32,1,1,2,112,Lost
13746,49,1,176.69,3,1,1,311,Recent Customers
13747,9,2,169.8,4,2,1,421,Recent Customers
13748,9,5,1320.1,4,3,3,433,Loyal Customers
13750,16,6,1954.92,4,4,4,444,Champions
13752,163,1,404.45000000000005,1,1,2,112,Lost
13753,234,3,1353.31,1,3,3,133,At Risk
13754,73,1,164.45,2,1,1,211,Potential
13756,3,10,4017.9800000000005,4,4,4,444,Champions
13757,310,1,195.55,1,1,1,111,Lost
13758,2,10,6226.43,4,4,4,444,Champions
13760,40,3,1076.85,3,3,3,333,Loyal Customers
13761,138,4,881.52,1,3,3,133,At Risk
13762,229,4,2165.76,1,3,4,134,At Risk
13763,53,2,3502.48,3,2,4,324,Recent Customers
13764,205,3,1431.5,1,3,3,133,At Risk
13765,289,1,352.821,1,1,2,112,Lost
13766,131,1,190.35,2,1,1,211,Potential
13767,5,39,18320.170000000002,4,4,4,444,Champions
13768,362,2,875.97,1,2,3,123,Potential
13769,3,11,3003.9100000000003,4,4,4,444,Champions
13770,58,4,785.37,2,3,3,233,At Risk
13771,169,5,3094.37,1,3,4,134,At Risk
13772,36,5,1982.09,3,3,4,334,Loyal Customers
13773,32,2,301.54,3,2,1,321,Recent Customers
13775,226,1,1049.66,1,1,3,113,Lost
13776,64,2,623.98,2,2,2,222,Potential
13777,2,37,30501.260000000002,4,4,4,444,Champions
13778,127,3,945.79,2,3,3,233,At Risk
13779,151,1,161.13,1,1,1,111,Lost
13780,43,1,375.81,3,1,2,312,Recent Customers
13781,228,2,650.99,1,2,2,122,Potential
13782,89,7,881.72,2,4,3,243,At Risk
13783,123,4,1542.09,2,3,3,233,At Risk
13784,70,3,447.44,2,3,2,232,At Risk
13785,64,4,542.49,2,3,2,232,At Risk
13786,3,6,3128.54,4,4,4,444,Champions
13787,94,4,913.46,2,3,3,233,At Risk
13788,141,1,3.75,1,1,1,111,Lost
13789,24,1,239.46,3,1,1,311,Recent Customers
13792,58,1,188.4,2,1,1,211,Potential
13793,282,1,96.0,1,1,1,111,Lost
13794,182,1,126.03,1,1,1,111,Lost
13795,24,4,836.3,3,3,3,333,Loyal Customers
13796,135,1,289.7,2,1,1,211,Potential
13797,72,3,1179.45,2,3,3,233,At Risk
13798,8,54,38683.02,4,4,4,444,Champions
13799,80,7,2114.71,2,4,4,244,At Risk
13800,66,2,1121.24,2,2,3,223,Potential
13802,10,16,21659.69,4,4,4,444,Champions
13803,67,2,1061.84,2,2,3,223,Potential
13804,71,2,572.73,2,2,2,222,Potential
13807,3,3,422.2,4,3,2,432,Loyal Customers
13809,30,2,524.65,3,2,2,322,Recent Customers
13813,163,4,1398.6100000000001,1,3,3,133,At Risk
13814,163,1,678.2,1,1,2,112,Lost
13815,42,4,3448.38,3,3,4,334,Loyal Customers
13818,65,1,61.28,2,1,1,211,Potential
13819,305,3,1502.0,1,3,3,133,At Risk
13820,54,3,660.65,2,3,2,232,At Risk
13821,29,4,1025.09,3,3,3,333,Loyal Customers
13823,16,5,2445.79,4,3,4,434,Loyal Customers
13824,15,7,1615.82,4,4,3,443,Loyal Customers
13825,257,2,255.59,1,2,1,121,Potential
13829,57,1,102.0,2,1,1,211,Potential
13830,217,1,156.85000000000002,1,1,1,111,Lost
13831,5,13,4820.59,4,4,4,444,Champions
13832,58,1,561.49,2,1,2,212,Potential
13833,40,1,316.56,3,1,2,312,Recent Customers
13834,212,2,324.19,1,2,2,122,Potential
13835,155,3,260.7,1,3,1,131,At Risk
13836,35,2,620.37,3,2,2,322,Recent Customers
13838,5,7,1274.3600000000001,4,4,3,443,Loyal Customers
13839,122,1,139.95000000000002,2,1,1,211,Potential
13840,52,1,651.4,3,1,2,312,Recent Customers
13842,2,10,2244.29,4,4,4,444,Champions
13843,17,1,319.75,4,1,2,412,Recent Customers
13846,35,1,442.73,3,1,2,312,Recent Customers
13847,355,1,310.72,1,1,2,112,Lost
13848,2,6,2080.0,4,4,4,444,Champions
13849,33,3,1931.35,3,3,4,334,Loyal Customers
13851,15,5,1955.0,4,3,4,434,Loyal Customers
13852,246,1,187.35000000000002,1,1,1,111,Lost
13854,1,15,4144.44,4,4,4,444,Champions
13855,136,4,1310.3400000000001,2,3,3,233,At Risk
13856,99,8,753.53,2,4,3,243,At Risk
13857,29,6,1001.01,3,4,3,343,Loyal Customers
13859,165,1,314.7,1,1,2,112,Lost
13861,65,2,273.26,2,2,1,221,Potential
13862,25,1,346.73,3,1,2,312,Recent Customers
13863,101,3,933.77,2,3,3,233,At Risk
13864,22,1,662.4000000000001,3,1,2,312,Recent Customers
13869,17,6,5006.62,4,4,4,444,Champions
13870,23,7,2941.14,3,4,4,344,Loyal Customers
13871,64,4,1482.6000000000001,2,3,3,233,At Risk
13872,163,3,919.57,1,3,3,133,At Risk
13873,19,5,649.32,3,3,2,332,Loyal Customers
13874,140,6,1508.7,1,4,3,143,At Risk
13875,23,9,3027.58,3,4,4,344,Loyal Customers
13877,106,2,332.44,2,2,2,222,Potential
13878,183,3,1191.53,1,3,3,133,At Risk
13879,281,1,395.5,1,1,2,112,Lost
13880,3,5,1171.89,4,3,3,433,Loyal Customers
13881,11,23,28019.58,4,4,4,444,Champions
13883,39,10,3885.54,3,4,4,344,Loyal Customers
13884,12,5,1100.88,4,3,3,433,Loyal Customers
13888,40,5,1563.42,3,3,3,333,Loyal Customers
13889,18,5,1574.3300000000002,4,3,3,433,Loyal Customers
13890,10,4,1043.57,4,3,3,433,Loyal Customers
13891,14,3,863.56,4,3,3,433,Loyal Customers
13892,113,2,634.68,2,2,2,222,Potential
13895,151,2,1415.45,1,2,3,123,Potential
13896,261,1,388.55,1,1,2,112,Lost
13897,74,2,849.5600000000001,2,2,3,223,Potential
13898,47,1,530.47,3,1,2,312,Recent Customers
13900,25,3,869.64,3,3,3,333,Loyal Customers
13901,10,10,2809.14,4,4,4,444,Champions
13902,268,5,34095.26,1,3,4,134,At Risk
13903,36,1,165.45000000000002,3,1,1,311,Recent Customers
13905,368,1,312.65,1,1,2,112,Lost
13906,45,1,42.0,3,1,1,311,Recent Customers
13907,327,1,136.8,1,1,1,111,Lost
13909,59,2,286.6,2,2,1,221,Potential
13911,15,11,1654.08,4,4,3,443,Loyal Customers
13912,59,1,124.95,2,1,1,211,Potential
